highAlpha,lowAlpha,highBeta,lowBeta,midGamma,lowGamma,theta,delta,meditationValue
13596,2329,16021,5780,3631,6837,17175,11018,34
4250,14293,1266,2075,1586,940,37201,43237,30
3346,21084,5882,11628,6324,6489,23343,9084,43
2720,16122,2736,2139,965,2099,33292,30834,48
12520,12299,5671,4350,6355,3695,25032,33924,53
2641,5324,5786,2901,3009,2327,23068,644,47
2734,5993,1937,2923,2638,1786,13499,41810,44
5161,16510,1640,2725,2416,1245,15527,44032,53
8333,11939,5067,9580,6088,3675,12326,5806,54
5926,2763,2918,1825,1360,625,11425,84497,63
7676,3091,10651,7943,4843,5560,24936,4313,56
6378,7336,2997,1717,656,2349,18543,55286,50
21201,4956,8781,6575,3406,3508,7696,6968,53
6070,6819,1666,401,2922,1647,16001,52802,54
2940,5780,3633,3159,1662,1611,8303,52423,63
10842,19705,12493,4142,6735,5190,8247,4356,69
2499,5373,2756,5259,1258,3530,17489,52878,57
796,6044,902,1206,261,392,17401,47391,51
12543,5751,3046,5499,2093,2422,48149,151901,47
4129,13286,16228,7572,9853,14738,29958,31320,34
31476,3486,17070,5441,7589,8441,9903,13841,44
19547,6345,9929,5149,8882,5324,13962,6424,53
32705,5993,19579,8856,5550,9618,4882,5783,64
2766,2795,4550,1675,2026,1441,7061,39538,67
73666,33919,7018,8139,5957,15436,19744,61036,78
10270,3145,8555,4631,8473,8963,14534,102660,74
6695,23490,8988,5871,7493,11081,16404,10019,70
33564,4933,11850,4401,4541,6606,6357,2292,84
37262,17465,9495,8131,3971,5954,44716,6429,70
31478,44984,12480,13368,3772,10808,147299,264996,70
3426,6675,2370,1728,1231,1025,23642,66939,61
1134,904,2000,1016,658,841,8506,39485,40
4329,1617,1689,2257,900,1118,9706,256564,34
3474,1879,2338,737,683,981,15720,52450,27
2424,3024,4692,9134,4497,3056,20667,16946,20
4616,907,6097,2798,3573,7051,3261,1082,29
15983,40465,6546,7473,4773,2264,60544,100973,35
13161,11022,9346,11564,2281,4035,42735,32308,37
30031,23659,10164,28562,8623,1731,96412,509190,47
1770,8492,2596,1444,468,1160,9113,139767,51
15875,26181,9546,7501,3555,11081,104218,244189,44
8667,10162,1594,3191,810,1090,50803,178373,44
3656,1666,10244,20713,1710,2302,9706,22659,35
4818,5814,4347,4861,3200,2311,15298,2173,29
5209,6452,8379,5593,2058,4100,13081,4250,30
6896,13705,7240,2280,3671,3157,7059,2118,43
4295,7143,2302,2585,409,756,18619,37464,54
3577,3924,6519,13906,3217,6544,21458,729,47
6565,11101,8589,3901,2883,8940,15499,11727,50
4941,9758,18526,8819,6722,3311,10611,8609,40
6944,1039,7780,9868,16407,7994,14953,21009,34
3522,4685,5381,8995,2099,3281,64838,250845,27
23349,12937,6657,5114,14972,8568,25030,394860,34
4062,6351,9965,5444,6904,6989,13330,3003,30
5745,8675,5148,3108,7374,5838,6424,34682,44
2113,3620,17389,6614,5990,6858,20904,10541,47
4852,4905,2996,3911,2058,1810,18737,36246,38
11257,24629,6526,4353,4544,8862,37243,126612,44
60058,89846,14143,52802,13371,15707,109111,2725855,44
14271,3574,15221,4164,10998,7974,11554,18048,57
3718,4742,1909,1026,1711,2049,27430,87320,54
1275,9372,9000,3763,16056,21805,11531,20574,50
4490,6519,4256,2550,6197,1922,14062,118496,44
4509,1716,20877,12836,25326,8833,20130,29576,29
2338,10889,4140,7347,15619,16073,9087,29308,37
2505,641,3525,787,731,3045,12890,65095,26
17050,32331,5832,10674,14164,8644,151981,890439,21
7646,15717,19089,9599,9242,10065,234733,199714,17
1191,4613,3161,2060,2733,6050,11156,251512,13
3586,5727,3026,1537,1863,1823,17119,112294,23
1273,4767,3794,2352,3530,2591,7161,28979,26
5217,3474,1738,2501,1687,1890,14776,27840,43
8336,26980,14309,2851,5019,20533,67454,84328,44
2659,5398,1881,2960,2730,5069,9525,116265,47
6790,11345,5398,2221,2421,2937,48723,75698,43
7960,7395,13094,7445,12590,7614,5680,6847,47
2826,3488,3361,3564,3035,3130,13337,19970,43
4802,6446,2972,1540,697,1622,5510,56333,50
7709,10082,12090,11016,22094,3763,6157,8569,56
2088,6046,2675,1948,1037,2271,13318,39963,53
4622,2936,2875,4433,1794,1937,9291,62130,56
11864,2661,15283,5974,6000,5472,11980,57397,47
9010,15071,9929,8850,3589,3981,12078,26999,48
3305,4658,1813,2483,1119,1172,25070,39949,43
3942,7223,5270,5723,3760,11103,6551,14987,47
9892,1281,6521,3316,4421,3379,7739,4223,50
1125,1990,1316,2089,1715,903,44970,233374,27
8573,2675,5826,9205,8147,16954,15241,18509,29
1351,7748,1706,2350,1526,2414,12840,53173,27
3180,549,19303,3447,5091,12877,13319,10936,11
7832,3964,11172,7743,4202,4815,12736,2615,27
14386,24402,20217,4099,17879,40161,10670,15291,38
3399,2661,1906,822,1286,1868,14366,26575,35
21500,5500,5225,3826,3114,9656,22730,38199,54
865,6498,1332,708,2765,982,36953,34600,48
8543,31193,12915,16943,7535,12214,110348,288888,35
2563,5534,3083,4670,4953,3117,5868,56913,41
11192,11855,3712,4619,6233,2840,93795,211833,27
41405,30944,22433,11747,12413,9084,247769,2111573,30
9672,12835,12233,6811,7844,7658,16143,23883,38
10154,865,7918,6299,2487,3438,10736,12744,35
7056,4506,9018,11475,7549,5460,8198,16121,40
3902,14769,1902,4386,813,2069,55268,245614,41
7503,4392,4097,8742,7397,3304,7896,7665,41
5793,8744,10579,5200,5868,11072,18598,3437,41
21590,4204,16261,2885,5067,6567,12871,36718,48
4056,11996,8646,8003,9106,4098,9061,14291,54
5371,6426,5474,7719,3812,3768,6888,28081,56
4299,7957,6060,10185,2599,5150,10398,27317,56
5558,2514,9219,3337,13018,13007,4502,906,51
4019,3442,2475,1015,1443,1464,23863,83428,43
3368,8845,21630,4369,7722,6089,27497,5818,34
6416,2279,3270,6643,4685,3436,34125,66694,26
11691,10449,12619,7014,8184,8672,12972,15867,29
5245,11176,13583,6113,8338,12138,14693,6929,35
1522,1513,1393,1052,1218,1274,33030,242228,26
8138,3390,6399,6929,4515,11568,14907,13268,34
2280,3496,2211,2610,1620,1423,8763,48866,27
12656,4103,13432,16585,6278,10003,12781,8992,26
1913,2643,7740,2095,12114,3881,12398,2146,37
3952,2844,14515,4332,6909,8154,27525,5029,26
8487,16327,10865,6833,6634,6277,66428,19327,23
2462,3766,8321,1686,7573,6105,26771,5631,14
8386,1281,10648,4349,3895,6789,3973,1460,23
4011,3607,8591,2972,8429,10573,4911,16246,34
4916,7297,2734,1139,1953,2108,11884,7967,41
11018,14273,20358,3817,3502,3136,11387,8571,54
8943,7272,5815,8657,3143,6103,16974,4871,54
8489,1259,10189,4213,9433,13463,6787,15719,54
1935,9050,6473,4098,8711,21675,13039,2544,51
2843,6900,1583,2516,2110,2255,9708,412737,51
10413,10060,14543,5583,9508,5901,12242,10347,53
6693,2832,3660,1434,693,1900,4006,49179,61
2765,6736,2277,3013,2404,2122,53210,59805,51
3812,10245,6330,3960,10228,8760,10781,29604,50
4395,9794,2674,1280,1345,2217,34506,44400,44
10795,3515,17222,14123,7918,22819,21559,5626,30
13476,10906,15102,22138,12325,6037,25684,106765,40
33974,33706,22166,29311,23990,18880,383630,1440954,26
33568,68682,13103,7456,8168,24856,296785,2252333,24
2794,7859,1124,865,1867,1890,11293,142220,37
506,2875,1290,4141,1718,2237,8093,123612,34
6076,6069,1825,518,1374,1411,20442,154937,43
3498,16298,1187,1769,1354,653,29486,75409,50
688,4337,2304,1545,1689,995,26494,290974,34
3394,8843,4422,3358,5197,8448,61329,64567,29
2299,2241,1297,1227,987,713,5498,211337,29
937,3629,1551,762,1048,758,5181,75902,29
572,1614,1344,1487,472,2597,26020,81838,23
3386,1741,1692,2928,574,342,33894,54410,21
5290,2801,6814,7446,1530,3322,10480,5331,16
3160,23430,5206,6993,2698,2258,35119,18005,14
1547,4437,1637,1417,1350,5759,15226,127730,29
1999,1758,3520,2154,2252,2298,37011,58678,24
24738,31029,11960,5911,4213,3298,39864,306350,35
11889,43370,12441,4358,2088,1601,64700,77029,38
16821,10036,11487,14912,1235,9458,54469,201414,38
1173,11312,2275,984,2047,1389,30890,122951,51
12989,14862,9708,4475,2215,6782,48428,21182,44
11220,12033,3580,6449,4107,4760,42216,145132,40
4480,13172,3179,2930,1261,1878,44574,231202,40
15515,6497,13759,4615,1286,3786,34960,6803,41
21154,8884,9379,15653,3276,3321,5908,4862,48
5925,6661,5815,15843,8226,5100,51085,102512,40
12586,19038,5866,2887,9727,7114,15581,22391,53
10060,1656,5440,9159,3738,4834,16840,11799,51
4699,6176,11299,11886,2102,3598,7415,16314,43
6827,12126,8968,2440,4365,6390,13420,7076,56
11339,5367,3794,9844,4939,8585,9497,11659,51
8733,2706,7080,4645,7670,14645,16922,15398,53
7338,9104,9598,1947,9233,15148,10551,16348,61
7709,6157,5728,4684,5160,18504,16120,7470,57
1033,1707,7902,7751,8383,5188,36313,42206,34
856,1090,2070,1161,3634,1832,17640,90720,20
3605,18521,8410,7903,10165,7621,27477,12085,14
6798,13027,6252,3984,9693,13268,7749,7628,23
13094,20068,7689,5324,12762,5623,33218,110707,48
11682,17343,7696,10933,10504,5026,40598,33742,64
1771,2403,1647,2599,2451,4603,6130,98089,63
1466,3466,2365,1607,1793,2572,35337,79289,41
14166,23126,18334,12277,7975,2804,41457,114787,38
2325,1018,959,1366,663,977,5660,82803,37
3006,7963,6119,3240,1846,4314,10729,2717,40
6782,5440,776,2198,913,1206,24075,61869,51
6357,3590,6731,2923,4348,5449,7690,15597,51
7310,3712,12380,3036,6480,10635,8013,17810,51
2499,3780,5503,4464,5213,14824,20141,6491,43
2616,1549,7664,5480,9635,3051,4145,11655,38
5338,3029,10805,4519,7538,13980,10888,1132,34
4255,7736,8620,5186,4333,3963,8050,3064,35
17402,14038,7081,13157,15589,3150,19566,5628,48
15603,4415,12503,6441,9949,7769,6250,9833,60
5234,921,10032,5870,13985,6577,12144,20150,54
5187,5052,8208,8917,28775,7769,45107,3709,43
3581,7106,12112,1661,16388,13998,12552,15237,37
8595,3069,4326,3230,4962,4917,5078,15822,38
4248,4263,8533,6821,12567,9669,54117,7323,30
7566,5593,10199,9911,8713,9233,18457,7846,40
10252,5001,18288,12099,12061,22637,15414,19077,37
3868,15597,5880,1741,7145,15699,11588,6638,38
6479,3362,12912,5164,17359,9536,5413,16223,50
8337,7361,6471,5360,12788,11809,32957,16944,51
4406,3955,6261,2530,11409,12844,5033,8929,57
12921,3013,7190,5846,21626,11052,9562,37425,54
33863,7300,10857,12022,9923,11421,15725,16067,63
9075,8428,6465,2050,4365,13769,5546,4346,75
1844,1983,19907,4960,8136,15049,2968,7923,60
5807,4202,8135,6014,12240,13145,5719,753,56
3368,2289,12443,2626,6862,9087,38752,25385,35
3421,21499,17035,7920,15401,9220,19358,29103,26
3613,14125,3036,1708,2289,3921,69273,114394,30
7294,12576,7582,3203,7722,5212,4550,12367,41
4695,6316,7784,5884,4278,9706,13778,1086,53
21530,35098,15510,6556,6896,8081,166808,19996,47
19915,5857,16623,17524,4821,15361,42734,165002,50
25164,3670,7551,3612,5645,5539,5228,1662,53
5499,4204,8622,3812,3069,6835,17923,7557,51
22797,1892,9105,3156,4890,5847,5388,10709,66
5705,4963,2613,1808,771,1875,15271,300937,70
3029,3307,3359,731,1557,2348,14796,273639,54
5215,13931,4186,2841,4922,4744,94378,193461,50
2671,9539,2350,2676,1679,4555,59104,346725,29
1849,35097,10874,6629,5072,10236,42205,24646,30
558,704,1110,363,262,578,8910,68897,21
9559,17285,6277,1457,2093,7599,68036,36181,27
1570,4530,1363,1242,1871,1118,36119,36738,26
4542,12043,2328,1840,1386,645,65048,104275,16
7622,5647,1304,1281,1955,2837,66771,45211,21
8115,9398,1130,3243,4492,2579,12507,243830,30
18192,43769,10672,13458,14974,17255,29279,86800,51
1816,1813,2597,2960,1245,1451,32171,69554,41
5643,10331,9190,6095,9597,4404,31920,6548,48
4413,14253,2571,4678,1478,2988,39760,268541,40
9723,5900,2059,5595,1805,3015,28848,201487,30
2575,391,1240,3253,3100,1669,7438,296741,40
9235,16468,7410,2932,4489,6459,26803,19758,47
7323,2180,6127,10963,11528,11176,8804,23123,44
5085,2790,5280,1071,2044,1448,18934,98221,41
6590,2057,10824,4510,7758,2221,5737,10429,47
14440,3865,7971,5388,3083,9104,8328,1379,50
1563,493,1397,943,918,2643,2257,71371,51
5153,1185,6698,5395,1987,12328,13085,13935,50
3454,3405,10807,1555,4347,5833,15105,7752,44
7776,7901,6863,2193,3419,14568,5507,2731,47
1143,2641,11007,5646,19310,10238,8971,8832,35
15070,1870,8064,8360,2903,5402,11222,9530,44
4739,3924,11816,5772,10996,12515,13835,12483,44
2577,9054,3448,1416,2433,1452,20627,116780,37
2512,885,12066,6043,9521,12441,33459,1480,29
6209,3554,10592,3785,7232,8113,14959,7978,23
10560,8888,13513,14138,7851,8497,60334,748786,21
8807,2379,14695,18346,6040,6655,37839,67046,10
6999,1571,9515,4368,8082,9757,7531,4151,27
3554,4843,9732,2562,21712,4254,16738,27099,26
2949,2844,3260,3848,3077,1801,4017,54981,35
12126,10243,17169,8744,15963,14719,8428,14331,48
3960,5223,10102,13022,14165,11008,10548,7799,43
6534,9209,8344,9367,20209,18862,17307,3045,48
17796,2819,11084,3268,17984,8489,13977,11281,51
6188,3098,28125,7507,11785,19604,12787,5109,41
26355,11668,12096,8509,10762,14163,26678,729009,53
2701,636,14824,2071,23244,9658,34201,4643,35
9498,5690,8909,3989,15751,25575,11043,1558,34
4497,2878,19210,9596,3622,10812,18819,4760,29
18014,11597,5695,4246,5760,8942,15278,12226,34
3612,5292,2335,3973,2054,2982,35427,112971,44
15545,3030,9013,8372,24945,11337,48232,15847,37
2132,1678,3816,3054,3679,4353,15439,158832,37
4742,10308,13202,3449,9628,16539,38852,23651,23
9908,5442,5436,5484,9575,21395,9727,17575,35
498,3802,3143,2898,1673,2986,4997,38714,38
4094,829,11067,4831,9247,10576,11441,1688,38
3757,5009,6449,6703,4975,15295,8567,5511,43
3429,10416,5883,4838,6718,4942,7032,7256,43
19707,3789,5599,3772,9292,13759,38888,2383,44
9902,1132,10488,8399,14254,11741,9865,10046,51
3250,6255,13562,6313,3105,2656,6484,8630,51
9471,4244,11956,4152,10942,6653,28455,9441,43
9539,11521,14961,13942,5296,6984,46178,506847,37
6106,9978,8718,9382,7354,22656,5527,13924,43
8675,10769,8940,5211,7275,15628,24640,16510,47
13717,5230,9743,2707,12758,9960,19448,5449,51
2308,1650,1830,1275,1881,1875,10388,40854,53
194,828,680,1245,492,1139,9826,93411,34
5641,18777,10529,9495,14588,8442,22763,34650,34
12133,4805,3416,4577,4021,3374,20032,111840,35
8149,4497,14999,4595,4971,9719,19472,26390,35
5402,12323,5117,6219,4122,3627,12660,7306,56
6349,5697,2701,6239,2484,3187,19505,5544,53
8514,4201,6583,7812,3653,2412,18757,11419,48
5093,1712,2606,7668,2273,3640,5231,6659,50
1114,2228,3972,2234,780,524,15209,61985,35
18050,37974,6657,5969,4403,5258,46113,158553,43
5967,2295,10096,4610,5268,3102,11445,5759,43
1126,2461,3086,2253,2841,4516,22607,34504,30
11727,2466,3662,5865,2108,4148,17827,9566,43
5278,8571,12500,7873,19963,7004,79091,162806,24
6182,2467,12008,4251,3310,8923,16720,5977,21
7667,4421,4995,12248,4473,3954,46972,808889,23
662,10655,3434,1354,1349,1864,26761,54873,20
11941,16216,2358,8115,2000,6057,27886,48843,37
12154,1472,8065,3815,3421,4704,33115,95011,38
5635,3313,8992,3890,1588,3482,16349,6214,43
10144,4161,2835,2686,888,802,74731,124016,37
13432,56638,11619,13776,5235,2507,63260,85958,38
23298,13718,3372,5917,5689,4750,29729,6905,50
13485,8445,4659,3335,3054,3744,32153,39932,54
13103,11780,7336,2596,5079,6633,30808,8961,67
6159,8825,3468,4117,4962,3241,15609,4215,64
7055,19508,7176,4925,3214,3056,167376,526573,47
4826,3763,2502,6847,4515,3569,15103,7746,43
11548,13188,3282,3447,3848,1964,17305,6950,48
1631,5824,1100,1303,937,1068,59250,89802,30
12657,10931,5922,7378,3209,4188,36723,76870,43
2054,4840,7463,6589,4206,3960,6801,6383,41
30481,8922,6049,16207,2896,4586,26583,46046,38
5664,25790,3933,6837,3296,2988,107712,72448,47
4070,2486,3908,5980,2211,1272,19789,7738,40
4280,4160,10585,2556,2790,2771,30284,15793,35
1841,1119,1335,1601,1840,1840,19633,313939,16
1949,3167,1120,1158,406,477,21335,45435,14
2954,795,1697,2194,1681,730,11176,36076,16
1855,2197,3204,2793,4264,2825,48575,8315,7
12751,37521,6419,7994,5867,5978,26219,55698,27
16038,4981,6026,5669,4841,4673,17848,7452,40
8695,5566,11237,5438,2757,2961,6705,5984,48
2806,6146,1595,4784,1100,869,73851,125098,53
31625,9702,15351,6378,1989,3251,12717,14346,51
3673,2610,6629,6553,4957,8167,2297,23227,47
8760,2469,9090,16915,5321,5454,32057,55650,35
2302,4769,2997,4414,2198,3045,16364,101606,43
14520,36179,17695,9625,6122,9191,26832,14656,41
3578,9169,4957,2328,3980,2809,29705,326049,40
2029,22428,7633,1064,2914,9958,141186,579595,38
4248,602,2468,3197,499,1200,30712,502445,29
28885,43933,20997,12071,14637,5054,88154,397068,26
15702,60292,6665,18047,5080,4047,58097,160997,37
2237,9120,14333,14061,6836,9648,8621,21282,43
36357,105168,15516,30095,7860,7387,201837,1927628,56
4191,5235,6001,3161,5517,7014,84666,435550,40
2673,10923,2661,1207,5030,4316,74888,535000,23
6303,7814,9671,6903,1397,2039,27840,686,24
6756,4756,10451,5651,3480,4148,22859,50753,17
8470,3721,10563,5895,6647,10880,23303,5214,27
6243,40414,8115,4150,3909,3480,12269,20267,51
7157,9579,11625,9017,5668,5642,24725,19444,53
9904,4841,10074,15217,5999,6572,149868,201447,41
2875,715,1664,2866,2240,3208,54556,763642,26
3121,11174,18418,4747,21104,10265,7855,17024,11
1590,1070,3862,3128,2515,1229,9915,56161,3
1368,2226,2281,1239,2521,3485,39230,64743,3
13309,97069,14928,17507,14144,11848,143549,570188,24
24555,22359,14248,23875,35072,15884,90025,1878691,23
262,2488,2938,1874,2343,2791,15970,50935,21
2255,1819,3418,3817,1840,2918,20934,306812,26
4107,3137,2359,2359,3423,1779,18818,106999,20
7757,4778,8981,3877,7264,9482,8187,14513,24
14070,14087,1858,1375,3278,4629,91928,171969,34
4176,1520,13391,16352,9546,21114,9137,8858,34
11337,21919,11637,8039,23600,15074,70805,70702,35
13782,11144,8881,13220,5209,13999,2408,13445,41
16797,24986,16603,13508,10993,11016,130241,112642,40
47035,11875,15804,8739,20056,19726,150904,801301,48
4304,5345,10594,22099,15483,10806,5259,7474,44
10245,8826,15030,10342,13732,14938,14071,7678,37
1957,10747,14189,5330,8478,10176,7220,7188,41
56293,64005,27635,20087,19457,22936,79582,2321602,51
43510,41792,20981,41063,15397,14179,118417,835972,56
18276,17775,15111,20204,21773,16084,76613,1309691,53
2764,1060,2195,2835,3082,10781,5346,298056,50
3111,3633,2141,5004,2137,2331,31968,53479,35
5847,6535,2946,3997,1315,1727,19565,153750,35
4103,2624,2157,721,687,1134,85608,159840,21
8238,6329,7020,10668,3029,4587,79704,521649,14
14963,21344,23558,12891,5431,13922,26587,1712732,24
2869,880,9819,8989,4052,3620,11160,7045,11
628,5552,6773,7819,4767,3372,4633,4723,24
4064,5713,7690,9741,3936,7213,14879,16502,30
19289,8358,8502,3492,4587,3485,10938,2552,38
6477,2622,4018,3106,3397,3336,4841,9929,56
2881,5031,1902,1664,1626,1651,12013,35077,60
739,112,363,143,209,262,3629,49797,56
6187,16003,4013,3425,4023,2994,6926,20839,57
3513,11849,2004,1338,1444,1869,12021,251801,60
9789,8228,6858,3891,4025,3584,8827,14881,66
2138,4939,6747,3706,5443,3677,18702,9161,67
4531,5857,16419,8876,6164,4813,8239,14220,53
5722,7300,1463,774,682,1881,27447,59921,44
13572,22034,4601,1664,7738,5769,73651,34882,38
1461,7247,7319,5454,1118,3810,24463,35146,38
5327,6062,7532,5762,3005,5175,8945,8639,43
4033,11871,11650,5420,5520,4557,15421,9272,44
10424,756,5336,2735,9258,3423,16131,11824,44
1750,5188,1571,800,673,1575,5545,248380,57
11686,1410,3151,6359,2125,6699,26486,12291,53
6992,16256,16069,2884,3388,3524,9543,3256,57
4929,3075,4447,6177,7817,6345,17841,58440,54
7861,11251,9104,5845,4328,5083,19795,16590,50
2845,327,1001,564,1600,796,16086,25682,43
11142,19260,4684,9754,4129,6804,14556,9730,44
2572,988,1732,2911,453,2369,8055,95356,44
22449,12532,6016,3611,2590,2268,26600,38876,50
5447,3109,2083,1858,489,953,28214,53277,54
7303,5472,7693,6383,3036,2956,10859,43546,48
